seqid	start	end
2	128632828	128633261
9	76959014	76959170
7	10932639	10932901
1	131996438	131996724
3	151416478	151416845
10	78456402	78456574
8	6124545	6124744
4	186760571	186760695
10	55080526	55080935
6	22292069	22292313
1	80672043	80672515
7	5436070	5436163
7	17854969	17855107
6	168454535	168454676
7	97684286	97684436
1	196518163	196518391
1	117031950	117032157
8	18870367	18870579
6	25221459	25221569
7	40918914	40919315
8	21993377	21993538
6	127809589	127809800
8	45399201	45399885
7	107079454	107079705
9	86113289	86114008
2	14156259	14156398
1	42236261	42236310
1	82409394	82409893
7	8302547	8302628
10	80436997	80437118
5	44299259	44299351
1	23271985	23272023
1	174773333	174773439
3	55866810	55867096
2	169464081	169464711
3	191214249	191214313
2	78843778	78844162
3	9099723	9099898
9	58266305	58266787
2	188401636	188402095
2	161176611	161177223
2	190354503	190354548
1	140500528	140500613
9	152805285	152805384
2	170146914	170147047
3	34835489	34835880
10	13919645	13919819
1	274368651	274368743
7	729332	729485
7	128483279	128483411
9	108238394	108238593
1	164110801	164111256
1	198139759	198139856
5	10826567	10826827
9	140357911	140357983
5	35282721	35282831
1	156753771	156754169
2	41026229	41026333
2	140371789	140372003
7	167319988	167320086
10	130523356	130523446
6	22319380	22319624
3	94139669	94139749
3	57809563	57809973
7	110772357	110772632
10	115119364	115119611
5	29716448	29717014
1	258370401	258370487
5	115375213	115375306
3	131452467	131452692
1	236118675	236118786
7	167722665	167722759
9	10998376	10998633
9	148365376	148365449
3	14631469	14631513
3	221368090	221368361
2	74390234	74390351
1	237006183	237006274
7	21245988	21246039
10	94378291	94378523
10	82427086	82427148
7	589184	589496
2	179796937	179797846
3	2458792	2458878
1	126976287	126976408
7	23762288	23762361
1	190262694	190262778
10	47140408	47140555
B73V4_ctg182	703634	704150
10	17276342	17276715
1	123180249	123180532
1	213249100	213249190
7	155981895	155981966
9	159004331	159004584
2	117223512	117223550
10	3408825	3409082
3	27433204	27433300
3	9149149	9149407
1	29968807	29968975
5	194874015	194874169
10	68052181	68052485
5	198038162	198038439
1	301082913	301083202
5	67436012	67436070
7	125533613	125533740
1	117676797	117676955
3	209729964	209730115
2	164851511	164851647
1	211197011	211197218
1	232665759	232665888
9	95363673	95363754
2	188517152	188517535
3	194043848	194043977
9	5025235	5025344
1	98069165	98069216
5	202118017	202118150
10	67567995	67568068
7	148174962	148175337
5	86810976	86811092
2	178798984	178799069
2	53778198	53778339
3	153223994	153224064
9	2828441	2828716
10	63043284	63043586
8	80616713	80616779
3	195381665	195381732
5	162541487	162541623
5	1879158	1879402
10	99327162	99327334
6	81595006	81595405
1	252068281	252068428
7	92546426	92546595
2	56091570	56091707
3	63819693	63820571
2	32665929	32666000
2	3124307	3124442
1	272300112	272300254
3	135792870	135792984
3	116827549	116827702
5	21119072	21119277
1	190425837	190426419
1	74067584	74068305
6	95556236	95556367
3	15802934	15803021
1	54482484	54482966
2	91971524	91971683
1	120024818	120024922
2	38089443	38089617
7	182732	182840
2	185482524	185483002
1	67605469	67605542
3	29436689	29436781
2	132229174	132229275
8	163203363	163203743
8	105883206	105883323
7	117827142	117827556
2	53730809	53730921
8	170030936	170031031
9	71834119	71835138
1	252381863	252381950
6	114038665	114038896
2	225766620	225766782
2	123635350	123635821
7	142594271	142594453
2	29403147	29403238
2	35897432	35897844
5	10939773	10939877
1	267905437	267905562
5	60044135	60044208
7	150139539	150139779
1	19427186	19427361
5	144345087	144345157
10	262993	263032
1	239474084	239474886
5	62763221	62763737
10	68894533	68894835
6	116431169	116431324
9	76001193	76001320
1	14752020	14752095
7	20698959	20699000
7	35710875	35711272
8	155333513	155333618
5	79236799	79236893
10	127706939	127707585
5	18302179	18302285
3	29800793	29801272
1	261196290	261196478
7	164476233	164476768
6	112982091	112982482
5	23142149	23142730
2	114030570	114030773
2	238213500	238213846
6	103063576	103063821
3	150921050	150921151
2	162589225	162589311
2	238291763	238291845
1	191077997	191078067
2	185583481	185583591
10	65783404	65783473
6	56859271	56860066
3	203644784	203645014
1	279478257	279478399
3	54850807	54850924
1	16416099	16416201
2	941969	942114
5	67363744	67363825
5	144640261	144640386
2	39490720	39490982
2	11979475	11979740
5	131101593	131101895
7	87371891	87372052
2	48583427	48583675
5	194327443	194327550
2	150987268	150987607
5	191210156	191210267
1	686510	687014
10	82007303	82007353
7	51397164	51397375
1	87094878	87094988
8	163154150	163154328
2	161093068	161093743
5	62481973	62482132
6	66373801	66373893
1	198001620	198001748
10	72354580	72354684
10	96596486	96596689
9	150410048	150410122
9	126282939	126283032
8	45766101	45766234
9	100975700	100975814
7	128705241	128705401
1	209082613	209083104
3	15539147	15539308
1	284475835	284476107
7	124957767	124958244
1	295336605	295336942
2	46233278	46233370
7	43837096	43837513
3	226202247	226202327
1	2424379	2424493
2	217112579	217113171
5	114791758	114792324
10	54296081	54296154
8	167839882	167840031
5	60250877	60250948
8	161049888	161050289
1	204983087	204983408
1	109523036	109523141
9	152432505	152432896
6	28968372	28969386
1	104671812	104671911
1	142164774	142164959
10	117114202	117114276
3	98487530	98487676
8	119057491	119058005
3	7756621	7756815
2	139716654	139717258
3	134796666	134797262
10	36137554	36138058
1	55056575	55056671
7	83693361	83693867
5	101137326	101137927
10	108123398	108123735
10	101431899	101432002
9	127552660	127552910
9	126612660	126613187
3	167840371	167840580
5	166699189	166699281
6	25982750	25983231
3	47562546	47563014
5	45789144	45789269
2	115858089	115858549
9	103542499	103542652
1	149660531	149660593
2	35059670	35060015
7	180487923	180488032
9	65929002	65929711
6	104284775	104284880
3	194065042	194065119
6	16572758	16573379
2	108326180	108326742
8	89430358	89430456
3	23068562	23068942
1	179412117	179412360
3	117753811	117754007
1	26865422	26865504
8	116185360	116185869
6	103139593	103141279
1	252650274	252650381
9	26982280	26982617
3	18214337	18214730
10	66954192	66954300
1	211065325	211065418
8	36120400	36120920
3	168261272	168261356
3	182413090	182413180
5	190971152	190971253
7	26989771	26989901
9	120106003	120106076
6	5913327	5913585
7	64773228	64773388
10	139329371	139329860
9	120346172	120346278
8	115416304	115416350
6	103954941	103955056
2	211146454	211146657
2	101254058	101254240
6	113764519	113764775
3	15799555	15799717
3	210106576	210106639
8	29033707	29033877
6	83863710	83864115
2	184102706	184102788
7	27240662	27240853
3	136995696	136995799
5	163445649	163445860
10	127914111	127914189
7	111198821	111198910
1	211196705	211196912
9	152632790	152633006
10	82659824	82659993
6	169136803	169136878
7	41109577	41109652
8	246025	246144
2	184409433	184409728
8	61802491	61802690
1	208213857	208213908
8	40629272	40629375
9	16559348	16559430
9	41049796	41050081
2	144814358	144814527
10	142440612	142440738
5	148671743	148672564
1	211197619	211197826
5	22369319	22369489
2	15974039	15974115
5	42673314	42673419
1	96473600	96473684
5	72144910	72144985
8	67101819	67101886
6	109089809	109090313
7	98187436	98187642
3	67410248	67410816
5	170717983	170718098
5	220488728	220488827
10	70690058	70690273
9	105559629	105559823
1	190424685	190425172
9	128762856	128763189
9	30494103	30494238
7	8566146	8566234
5	37518931	37519355
8	19375259	19375625
9	89830801	89831210
7	109774193	109774708
6	103063502	103063548
8	178497858	178498143
2	42547445	42547497
5	187595321	187595516
7	173375853	173375979
10	123526390	123526534
7	137605684	137606014
1	244046156	244046471
3	156028219	156028469
8	88652781	88653314
2	129754823	129755147
3	54053595	54053947
7	33474936	33474998
10	25359515	25359986
9	93803654	93803770
2	38051884	38051992
5	217532476	217532850
10	134514542	134514811
9	150974974	150975040
5	112264317	112264460
9	104221275	104221640
3	2475070	2475628
8	141680019	141680173
8	153997152	153997725
9	16584505	16584591
6	45576839	45577340
7	820523	820688
2	15583855	15583967
1	73403629	73403729
1	211197317	211197524
6	40293688	40293847
5	162930494	162930600
7	24347015	24347742
1	234345781	234345887
9	140348132	140348205
3	38313406	38313974
1	275017593	275017717
9	148207904	148207971
7	42566737	42566847
5	151005086	151005159
1	13819863	13820001
9	103736091	103736228
8	84082142	84082349
3	46313975	46314177
4	208177029	208177131
9	32135076	32135204
6	162152646	162152947
9	65207771	65208375
3	229373305	229373556
3	36565063	36565169
5	164508385	164508992
6	46743134	46743517
2	110482979	110483498
1	111888905	111889085
8	143884	144141
5	276940	277200
10	45355592	45355633
7	74386266	74386492
2	156198212	156198630
5	9952508	9952707
9	13385784	13385931
1	228266910	228267071
6	27075584	27075680
1	34115411	34115508
1	63968452	63968556
1	124338181	124338281
7	177856839	177857002
8	124266152	124266245
2	61690630	61690730
1	233000091	233000164
9	39260994	39261249
5	154842077	154842319
10	150750743	150750998
7	27529546	27529968
1	97292154	97292601
7	174349675	174349785
7	14158411	14158634
10	8778293	8778593
1	60225598	60225693
2	139205528	139206017
6	155607895	155608181
6	79458997	79459211
3	190967186	190967274
6	108902747	108902811
3	36814288	36814838
1	54481295	54482026
1	7152983	7153109
2	229721006	229721119
7	31998628	31998919
9	34812376	34812702
5	6792569	6793464
2	223445900	223446133
1	89266870	89266954
2	205696891	205696994
2	136283221	136283449
1	44359889	44359940
5	1841846	1841953
6	95548915	95549046
3	155851014	155851182
1	88019451	88019819
2	244256260	244256366
2	133577407	133577657
7	109801405	109801691
3	160624564	160625397
10	28504691	28504852
3	130504648	130504991
7	182087955	182088289
3	32069374	32069676
6	136169023	136169653
8	121441980	121442328
10	34317188	34317338
10	150259252	150259586
3	208212665	208212814
7	106265132	106265696
10	102423805	102423973
3	55871313	55871592
8	102300025	102300224
9	65334579	65334731
10	106802175	106802241
1	211196420	211196606
8	155563194	155563266
10	51426483	51426672
1	54234506	54234617
8	79541548	79541669
8	107284994	107285374
2	210586267	210586353
1	276272430	276272477
8	149684412	149684553
3	148108089	148108176
3	88591470	88591621
6	114133643	114133809
9	135158091	135158417
3	48859549	48859676
2	152192925	152193069
2	180891525	180891741
5	19010713	19010837
9	36813246	36813427
5	183081375	183081473
1	65199774	65200348
1	79337065	79337166
2	6183084	6183254
10	145142898	145143037
B73V4_ctg51	67625	67926
7	126528774	126528925
1	3781814	3781986
2	35245251	35245368
8	38702695	38702932
5	149176498	149176629
8	152930562	152930897
9	157866534	157866656
1	276234242	276234303
1	260338193	260338260
8	75511486	75511573
2	83262510	83262613
9	154057546	154057742
B73V4_ctg150	1700140	1700473
1	170458243	170458351
2	215149591	215150211
6	131355890	131356203
1	214575685	214576408
3	41312542	41312676
10	130085412	130085577
1	23440564	23440968
8	77921835	77921945
7	164846815	164846898
1	289662694	289662820
5	189733637	189733796
B73V4_ctg129	200923	201284
10	62977205	62977376
5	128677179	128678020
9	136394537	136394639
1	85230021	85230121
3	53262063	53262247
3	93404264	93404438
10	12119911	12119963
6	74657661	74658121
3	192744313	192744570
9	21864508	21865027
1	283561649	283561885
3	54068236	54068571
2	193252988	193253229
1	82415851	82416010
5	159956861	159956925
8	174700925	174701047
3	126579335	126579455
2	38080186	38080362
1	79340510	79340755
2	168250202	168250324
1	250510041	250510087
6	144113847	144114766
2	87871792	87871963
1	212192242	212192542
3	230338867	230338948
7	119298739	119298794
2	28263383	28263776
8	180221322	180221636
10	124671797	124671837
7	163316229	163316427
5	149204264	149204432
10	128100558	128100657
8	158901103	158901322
5	154432272	154432391
8	2436142	2436232
10	144910060	144910092
1	74435912	74436008
6	142264441	142264539
7	136681407	136681493
1	216539838	216540119
1	230856112	230856205
1	12626397	12626581
6	105500347	105500409
7	113747797	113748027
1	248205491	248205556
7	180357753	180357800
1	270395693	270395788
6	145257190	145257669
5	67363474	67363561
10	108522114	108522293
5	84139973	84140016
7	134825856	134826259
7	156416530	156416730
3	183397489	183397680
1	96988146	96988390
2	135370677	135370798
10	89209306	89209368
8	163169191	163169498
9	137004730	137004831
8	74633958	74634114
7	147802150	147802217
1	25714041	25714323
2	88320429	88320583
1	225703577	225703700
2	69236397	69236558
10	139723722	139724123
7	35211583	35211692
2	132675446	132675642
8	83648456	83648562
5	22561823	22562025
1	181336892	181337519
10	59349924	59350491
7	156411060	156411162
5	201809428	201809531
2	114080139	114080342
7	96378803	96379151
9	597116	598274
9	30494387	30494554
7	114215848	114215946
8	113312218	113312635
1	279087158	279087238
1	162245901	162246710
6	149504011	149504575
10	31785063	31785172
5	214359737	214359842
6	169448028	169448099
1	259920584	259920758
5	218344222	218344636
9	12975836	12975992
2	155196220	155196654
7	128478573	128478705
6	288501	289192
6	115292643	115292715
2	202051736	202051818
10	36184513	36184906
7	105800337	105800940
1	244621839	244622317
1	73587650	73587767
9	129377740	129377890
5	96903439	96903585
5	129936756	129936902
1	197112334	197112459
8	178523561	178523651
5	153717495	153717755
1	123277879	123278106
2	162275748	162275816
3	3921905	3922081
6	64835236	64835384
2	105267231	105267332
7	121333270	121333387
8	141819694	141819747
7	107263119	107263394
2	70151739	70151946
8	8639708	8639908
5	222334902	222335554
10	78973936	78974037
5	114792531	114792639
7	122621401	122621487
5	151041475	151042145
7	147039979	147040184
6	53838752	53839018
8	150765045	150765894
1	164033798	164034362
5	114790938	114791168
9	21376251	21377048
2	87863972	87864143
2	124259161	124259282
2	14172050	14172626
1	122596072	122596438
9	144848066	144848199
5	128535980	128536831
1	282499211	282499423
1	257785719	257785890
3	158151648	158151744
7	150685815	150686084
7	155283992	155284080
5	2144567	2144646
3	177504981	177505734
10	13600556	13601417
3	34191557	34191727
10	699794	699900
10	72603313	72603624
7	10932920	10933683
B73V4_ctg150	1704768	1705101
5	135988459	135988852
8	163222579	163222959
3	159335043	159335556
1	201393564	201393747
3	218264599	218264691
2	53170121	53170225
9	97100399	97100550
5	155701883	155701981
3	230988062	230988572
1	161628770	161628835
10	107263989	107264139
7	139424290	139424572
3	182270830	182271037
8	164865357	164865462
1	172406316	172406453
3	35443214	35443333
3	47112282	47112407
6	108382938	108383071
5	80044676	80045005
9	140948310	140948451
2	146980933	146981335
1	279464000	279464140
5	182985138	182985234
1	247755937	247756280
6	20623809	20623899
6	151754044	151754166
8	118472168	118472345
9	100447401	100447522
10	82142199	82142335
7	15186964	15187155
6	74118692	74118862
10	72344531	72344951
5	56213544	56213803
1	60021420	60021545
2	101303988	101304400
1	144965842	144965985
10	63932148	63932284
2	199724607	199724710
8	52427970	52428525
2	102692022	102692180
1	37099180	37099360
7	124483240	124483338
10	94272981	94273126
8	52871871	52872142
1	239882559	239883197
2	237961949	237962003
1	220738875	220739008
2	158042281	158042358
7	15728927	15728996
1	18463427	18463522
5	25342589	25342742
6	167288496	167288666
3	66863361	66863449
8	84833719	84833819
7	162299892	162300114
5	81620671	81620760
8	162680153	162680274
3	181272913	181273041
5	195170549	195170734
2	138680293	138680498
9	42248661	42248822
7	10294915	10295114
5	35441699	35442184
2	14775801	14775858
5	202537086	202537484
10	147470359	147470511
1	6418535	6419452
6	31471504	31471589
7	14158807	14159233
9	152497339	152497766
1	277940746	277940868
6	69606770	69606934
3	177275687	177275780
7	98302884	98303076
5	5618141	5618198
10	114707871	114708476
10	7907535	7907603
7	98086095	98086241
7	108914605	108914699
8	115693182	115693288
2	147973136	147973641
9	20961343	20961538
6	79948200	79948729
3	61023881	61024113
10	85076429	85076676
7	156730241	156730343
2	7834832	7835145
2	49699302	49699389
2	45491151	45491302
1	62961980	62962371
2	181228775	181228845
2	97671633	97672164
5	45260543	45260676
7	153465970	153466158
2	58676624	58676710
3	146370674	146370776
9	143568751	143569200
1	57593254	57593552
2	205732579	205732661
7	122237858	122238019
5	156145247	156145315
10	150179109	150179187
7	139611340	139612106
2	128603431	128603662
6	43617239	43617402
1	295275483	295275632
5	14228417	14228893
7	82165123	82165227
10	15043870	15043913
10	80432373	80432494
5	272854	272979
7	121338099	121338216
2	172427375	172427478
10	54681950	54682027
1	219757882	219758578
5	69073188	69073685
7	16531435	16531544
10	115524595	115524840
1	250603905	250603993
2	19088695	19088803
3	208201550	208201697
9	141206014	141206162
2	32866884	32866992
1	142777859	142778552
5	85944422	85944542
7	43815092	43815458
5	102237934	102238009
2	112935483	112935587
2	135498279	135498336
7	152935848	152936068
3	228194652	228194707
1	220859574	220859710
2	225735612	225735750
1	202910680	202910795
1	304945422	304945482
1	61697133	61697977
10	104306276	104306448
2	6188951	6189099
8	30502269	30502827
8	328603	328703
5	148296286	148296532
3	218263375	218263458
3	193012035	193012355
5	47364959	47365043
1	105311218	105311549
5	34426725	34427141
6	6136704	6136804
9	48314582	48314689
8	162918895	162918994
3	58152987	58153103
6	54796954	54797056
1	286707631	286707675
7	152788210	152788434
3	104374397	104374851
9	18528786	18528881
8	86808493	86808595
1	244272506	244272640
2	199693798	199693901
10	140138434	140138570
9	157958803	157958879
2	226931674	226932011
5	195069239	195069357
7	133922601	133923103
7	35934354	35934410
1	230240209	230240440
6	28846577	28846971
2	216486438	216486535
6	130757432	130757558
3	232194424	232194590
5	142217232	142217492
7	84247252	84247341
5	95187630	95187793
5	39422618	39423056
10	80876897	80877172
1	155174392	155174444
5	79887301	79887576
9	11558545	11558626
2	228812048	228812188
10	139678394	139678687
1	55480327	55480417
2	199418026	199418106
1	299832746	299833382
9	102884927	102885234
3	180975087	180975193
10	110882966	110883165
6	173327412	173327544
8	113371333	113371435
3	75395139	75395218
7	108890770	108891038
7	22605815	22605906
3	7774931	7775126
7	1230567	1230629
2	228837051	228837616
B73V4_ctg3	45862	46144
3	90687576	90687797
3	33394901	33395007
1	148200421	148200544
1	105993743	105993812
3	168046867	168047133
6	3028907	3029044
1	204375703	204376072
1	199877760	199877826
2	32949001	32949064
10	86882954	86883130
6	7674401	7674974
10	119981553	119981652
7	12651392	12652005
3	178076901	178077480
2	147701211	147701364
3	199011162	199011256
7	135068705	135068797
10	131291594	131292020
6	172014856	172015259
10	74490232	74490312
6	54992301	54992473
5	151008314	151008486
1	87041146	87041236
3	230000951	230001107
2	49518072	49518213
5	69075457	69075978
8	168171	168678
9	79545684	79546323
5	40170076	40170418
10	104311057	104311229
2	229259291	229259749
3	146284449	146285109
9	112902053	112902338
3	64805369	64806062
2	112907329	112907808
3	215780953	215781048
2	22813521	22813689
1	177750	177962
3	99534670	99534827
3	14256268	14256551
5	50849742	50850008
3	211448921	211449013
2	60624045	60624151
2	197737074	197737175
2	211686990	211687102
1	288487894	288488314
1	236804226	236804539
9	12379456	12379590
8	94859738	94860021
1	217985417	217985541
8	39060541	39061162
6	49255925	49256006
9	101909279	101909628
3	115219892	115220133
9	142627178	142627223
2	34932521	34932707
7	15674527	15675291
2	193771014	193771103
1	179360868	179361136
2	181229275	181229665
5	69074334	69074831
3	219199636	219199998
2	31501759	31501914
3	59481968	59482079
1	115501036	115501734
6	96368790	96368943
6	386729	386836
5	220611375	220611498
9	15339323	15339879
5	115491232	115491880
2	193443297	193444077
8	71895598	71895985
1	72480533	72480746
3	46560964	46561078
2	231028202	231028261
2	102762859	102763066
3	58042504	58042648
2	169475327	169475466
3	157850976	157851340
5	22370954	22371305
1	192040951	192041050
3	147720145	147720243
2	25577979	25578381
8	160067848	160068507
3	64541362	64541497
7	101942539	101942618
2	171668352	171668513
2	214018681	214019158
5	203616693	203617264
5	160072960	160073062
5	202462589	202462980
1	246019570	246019925
2	204251482	204252007
7	92400981	92401347
9	65190052	65190153
10	135567712	135568256
1	92161766	92161864
B73V4_ctg180	53454	53554
9	103543282	103543341
2	11952749	11953014
9	159003304	159003497
5	136655817	136655898
2	171945596	171945757
3	126702209	126702742
2	148398102	148398226
6	79966840	79967046
6	8562277	8562377
1	107764654	107764760
5	18410998	18411304
6	86005197	86005292
5	216138133	216138455
6	78620457	78620558
9	140450249	140450370
2	185572679	185573108
6	74123101	74123259
6	145386345	145386457
7	99091637	99091720
6	139233578	139233794
5	45697084	45697151
1	35714092	35714154
6	136389583	136389981
7	128588379	128588638
2	169474257	169474387
2	3398730	3398819
3	98022345	98022418
5	41166184	41166300
1	266569445	266569611
9	95769186	95769424
3	182648092	182648149
8	106401586	106402015
7	119799597	119799774
1	61224671	61224970
8	18858589	18858626
8	18858589	18858626
1	172697131	172697435
9	118714186	118714316
9	44817818	44818114
5	90070696	90070965
5	193881236	193881479
5	193881236	193881479
1	305347304	305347570
5	29990005	29990153
1	88699460	88699573
1	88699460	88699573
4	178599370	178599654
9	155284451	155284558
1	92220981	92221039
9	133878656	133878795
9	133878656	133878795
10	122794036	122794102
2	207987771	207988055
6	144387333	144387516
4	224802084	224802122
7	103085397	103085609
2	163512792	163512877
10	10504974	10505190
10	10504974	10505190
3	60290366	60290489
5	190989593	190989895
9	19063613	19063923
1	51124202	51124536
4	147615096	147615263
6	157977877	157978014
10	123329243	123329410
1	266571448	266571529
2	202672710	202672864
4	229211641	229211914
4	238101157	238101259
4	23605920	23606086
3	198390677	198390834
2	132221061	132221348
2	72207960	72208073
8	177657573	177657879
7	171438744	171438901
2	4594791	4595074
6	102935726	102935859
4	162898142	162898222
3	117395278	117395642
1	256136504	256136742
1	68397034	68397398
5	176193644	176193861
5	176193644	176193861
1	303284024	303284272
8	124286712	124287031
3	111415597	111415861
4	241159262	241159385
1	92221788	92222072
5	219009621	219009936
5	219009621	219009936
1	40258779	40259058
5	117647282	117647560
5	117647282	117647560
7	161601771	161601946
1	273666814	273667122
4	5141424	5141580
1	305251325	305251484
7	176880452	176880617
4	184611719	184611888
4	3047278	3047434
1	144835824	144836180
7	48356938	48357282
5	194917784	194918086
2	242155700	242155789
10	12556452	12556599
3	228295904	228296051
4	222307114	222307345
4	179919544	179919700
4	179919544	179919700
3	62654829	62654967
7	149729488	149729551
8	164281910	164282195
1	266337729	266337799
1	266337729	266337799
7	143202266	143202569
6	169458672	169458782
6	169458672	169458782
4	216370379	216370689
4	216370379	216370689
2	68240286	68240582
1	15969566	15969861
4	208871769	208872034
4	208871769	208872034
1	149354179	149354457
2	149888533	149888634
4	192571069	192571369
4	149420286	149420353
3	213746166	213746264
2	92159261	92159552
2	221014532	221014642
10	88838992	88839310
1	237948107	237948153
1	292628442	292628647
1	21681560	21681815
6	163562354	163562558
4	54072559	54072876
3	132537025	132537295
1	203428543	203428841
7	177237975	177238020
9	111944811	111944970
9	143114960	143115116
10	124760312	124760615
1	13593458	13593575
3	196990203	196990338
1	42125106	42125406
2	153731856	153732001
5	220378779	220378875
2	208339400	208339694
4	120124807	120125081
4	120124807	120125081
1	219824243	219824372
4	26920885	26921177
7	154958121	154958299
7	154958121	154958299
4	166473468	166473587
4	166473468	166473587
8	34806225	34806529
6	150501828	150501922
7	176482483	176482524
4	154084662	154084960
2	1967290	1967422
9	114947597	114947670
3	235492433	235492764
9	6861602	6861775
7	117743589	117743888
3	23954001	23954129
4	182763544	182763836
5	194086359	194086415
1	300958297	300958609
4	175126423	175126688
10	3354716	3355299
9	148611947	148612157
8	166749468	166749627
3	176159443	176159736
3	176159443	176159736
7	119599169	119599500
4	28782591	28782669
4	28782591	28782669
6	134337207	134337357
3	224587437	224587747
1	55701147	55701447
9	158409207	158409508
1	227696895	227696941
1	44361212	44361367
2	244354069	244354225
6	116827030	116827127
9	142176978	142177236
2	240017735	240018025
9	157915718	157916009
2	16784855	16785159
7	17946388	17946687
1	186318229	186318507
4	27086101	27086289
2	202333971	202334158
2	202333971	202334158
5	204559968	204560267
2	103892021	103892140
3	210946009	210946064
3	215269221	215269513
4	146567589	146567675
4	146567589	146567675
8	116532619	116532804
6	90931633	90931954
9	28452720	28452914
9	155996089	155996388
6	146935421	146935846
1	279086520	279086799
B73V4_ctg10	739608	739751
B73V4_ctg10	739608	739751
5	61545019	61545071
5	177534258	177534342
9	37792038	37792322
7	19773392	19773488
8	16021591	16022128
8	16021591	16022128
1	279830229	279830436
5	2440141	2440253
6	118964261	118964306
4	205101738	205102015
2	219722760	219722846
2	220589882	220589984
3	157885623	157885837
1	189587083	189587200
5	198590900	198591088
5	197652163	197652445
2	216131987	216132077
8	4837891	4838200
4	24000509	24000594
4	24000509	24000594
7	94952476	94952622
3	51066865	51067074
8	93610374	93610710
2	231450957	231451244
8	109072854	109073149
4	56870222	56870495
4	56870222	56870495
2	208865380	208865471
8	177037049	177037194
5	36177813	36177972
2	31070952	31071283
3	45122445	45122667
8	94269505	94269613
3	210380791	210380949
2	129989027	129989113
3	47342055	47342185
6	66747760	66747911
4	3349634	3349790
7	180061856	180062152
4	236586891	236587008
B73V4_ctg23	41916	42222
5	193497178	193497470
7	113766133	113766447
4	11457530	11457683
1	179007988	179008069
1	216009980	216010090
3	213331991	213332290
10	10834630	10834937
4	241265665	241265835
4	151766955	151767106
4	163907816	163908108
4	163907816	163908108
4	130550923	130551083
2	17577841	17577957
3	194335919	194336143
7	45112256	45112420
9	152378718	152378875
8	106706597	106706813
4	27920176	27920480
4	153229840	153229961
2	1296548	1296855
8	59923190	59923332
9	92563946	92564098
10	104835758	104835837
10	104835758	104835837
3	163303517	163303811
3	163303517	163303811
1	68681101	68681146
1	68681101	68681146
6	118884655	118884922
3	41241496	41241789
7	142701826	142701876
4	147686011	147686061
8	20251757	20252155
4	14038497	14038796
10	62895749	62895907
4	69423407	69423588
4	69423407	69423588
4	146407268	146407519
4	75825243	75825965
3	202359360	202359411
10	4298259	4298566
2	239245154	239245292
6	140524098	140524357
6	140524098	140524357
